time,temp_c,humidity_pct,wind_speed_kmh,wind_direction_deg
2024-02-23 04:00:00,12.4,94,8.5,234
2024-02-23 05:00:00,12.6,93,3.0,194
2024-02-23 06:00:00,10.9,97,6.7,74
2024-02-23 07:00:00,10.9,96,10.0,60
2024-02-23 08:00:00,10.1,95,10.2,45
2024-02-23 09:00:00,9.4,91,10.5,31
2024-02-23 10:00:00,9.0,85,9.5,25
2024-02-23 11:00:00,9.1,82,9.6,34
2024-02-23 12:00:00,9.1,81,10.0,38
2024-02-23 13:00:00,9.5,81,8.9,47
2024-02-23 14:00:00,9.6,80,5.9,47
2024-02-23 15:00:00,10.0,74,6.8,32
2024-02-23 16:00:00,11.8,70,11.1,36
2024-02-23 17:00:00,15.1,65,7.8,56
2024-02-23 18:00:00,17.9,59,5.4,42
2024-02-23 19:00:00,19.9,54,10.8,30
2024-02-23 20:00:00,21.9,47,8.8,12
2024-02-23 21:00:00,23.2,41,1.4,360
2024-02-23 22:00:00,24.0,36,2.6,214
2024-02-23 23:00:00,24.2,34,3.2,360
2024-02-24 00:00:00,23.6,37,5.2,344
2024-02-24 01:00:00,21.1,57,11.6,36
2024-02-24 02:00:00,17.1,64,9.6,34
2024-02-24 03:00:00,18.0,48,3.6,53
2024-02-24 04:00:00,16.8,53,3.1,315
2024-02-24 05:00:00,13.6,75,8.0,8
2024-02-24 06:00:00,12.0,82,6.2,54
2024-02-24 07:00:00,12.2,75,11.8,67
2024-02-24 08:00:00,12.2,76,11.2,88
2024-02-24 09:00:00,12.3,82,9.4,90
2024-02-24 10:00:00,11.9,82,9.7,63
2024-02-24 11:00:00,11.2,83,7.0,69
2024-02-24 12:00:00,11.2,84,4.9,36
2024-02-24 13:00:00,12.7,70,6.9,43
2024-02-24 14:00:00,12.8,69,7.0,55
2024-02-24 15:00:00,12.9,71,6.5,34
2024-02-24 16:00:00,14.1,66,5.4,352
2024-02-24 17:00:00,15.8,60,6.2,350
2024-02-24 18:00:00,17.4,56,5.2,34
2024-02-24 19:00:00,18.5,57,8.0,98
2024-02-24 20:00:00,19.8,55,8.9,137
2024-02-24 21:00:00,20.5,49,7.6,180
2024-02-24 22:00:00,21.2,47,9.7,219
2024-02-24 23:00:00,21.1,49,8.9,223
2024-02-25 00:00:00,20.5,51,7.1,225
2024-02-25 01:00:00,19.5,67,8.7,240
2024-02-25 02:00:00,15.8,82,10.8,268
2024-02-25 03:00:00,13.9,87,9.4,277
2024-02-25 04:00:00,12.6,92,5.5,281
2024-02-25 05:00:00,13.8,87,1.1,162
2024-02-25 06:00:00,13.0,88,3.9,56
2024-02-25 07:00:00,12.0,89,7.4,47
2024-02-25 08:00:00,11.6,90,7.1,41
2024-02-25 09:00:00,11.0,90,6.1,28
2024-02-25 10:00:00,10.6,90,5.9,14
2024-02-25 11:00:00,10.6,88,6.8,3
2024-02-25 12:00:00,10.1,89,5.4,4
2024-02-25 13:00:00,10.4,93,5.2,74
2024-02-25 14:00:00,9.9,97,2.3,72
2024-02-25 15:00:00,9.7,97,1.3,326
2024-02-25 16:00:00,10.9,95,1.8,11
2024-02-25 17:00:00,13.2,87,0.8,63
2024-02-25 18:00:00,15.6,76,3.7,259
2024-02-25 19:00:00,17.0,72,6.2,263
2024-02-25 20:00:00,18.1,67,7.9,254
2024-02-25 21:00:00,18.8,62,8.2,247
2024-02-25 22:00:00,19.3,59,5.1,231
2024-02-25 23:00:00,19.6,57,4.1,195
2024-02-26 00:00:00,19.2,64,8.4,200
2024-02-26 01:00:00,16.5,76,13.2,244
2024-02-26 02:00:00,14.2,88,10.5,264
2024-02-26 03:00:00,13.2,92,9.4,277
2024-02-26 04:00:00,12.8,94,7.9,270
2024-02-26 05:00:00,11.4,96,5.1,231
2024-02-26 06:00:00,12.1,95,1.6,207
2024-02-26 07:00:00,11.6,98,1.8,180
2024-02-26 08:00:00,11.2,99,6.7,126
2024-02-26 09:00:00,10.9,100,5.4,98
2024-02-26 10:00:00,11.1,98,3.6,96
2024-02-26 11:00:00,11.0,98,2.7,337
2024-02-26 12:00:00,10.9,99,3.6,6
2024-02-26 13:00:00,11.4,97,2.9,120
2024-02-26 14:00:00,11.4,94,6.2,54
2024-02-26 15:00:00,11.0,95,2.9,60
2024-02-26 16:00:00,11.8,93,1.6,117
2024-02-26 17:00:00,13.3,90,7.0,249
2024-02-26 18:00:00,14.3,85,4.6,288
2024-02-26 19:00:00,15.2,81,4.8,228
2024-02-26 20:00:00,15.1,80,7.8,248
2024-02-26 21:00:00,15.6,75,3.6,270
2024-02-26 22:00:00,15.4,74,4.3,312
2024-02-26 23:00:00,16.0,71,3.1,306
2024-02-27 00:00:00,15.2,77,7.6,225
2024-02-27 01:00:00,14.4,89,13.1,254
2024-02-27 02:00:00,13.4,94,13.0,267
2024-02-27 03:00:00,13.0,93,6.6,299
2024-02-27 04:00:00,12.1,97,5.6,315
2024-02-27 05:00:00,10.9,97,7.1,285
2024-02-27 06:00:00,10.4,98,7.6,273
2024-02-27 07:00:00,11.4,97,2.9,270
2024-02-27 08:00:00,10.9,100,0.8,27
2024-02-27 09:00:00,10.5,100,4.0,185
2024-02-27 10:00:00,10.4,100,5.5,212
2024-02-27 11:00:00,10.8,100,1.8,101
2024-02-27 12:00:00,10.6,100,3.2,63
2024-02-27 13:00:00,10.5,100,6.6,41
2024-02-27 14:00:00,10.4,100,2.5,45
2024-02-27 15:00:00,10.5,100,5.6,27
2024-02-27 16:00:00,11.2,98,2.4,63
2024-02-27 17:00:00,13.1,91,3.6,127
2024-02-27 18:00:00,15.1,79,2.8,140
2024-02-27 19:00:00,16.5,72,3.3,193
2024-02-27 20:00:00,17.2,69,6.1,208
2024-02-27 21:00:00,17.8,68,8.4,223
2024-02-27 22:00:00,17.8,71,13.4,216
2024-02-27 23:00:00,17.6,71,11.0,212
2024-02-28 00:00:00,17.0,71,12.3,218
2024-02-28 01:00:00,16.2,75,10.0,249
2024-02-28 02:00:00,14.4,87,7.9,267
2024-02-28 03:00:00,13.8,92,7.6,278
2024-02-28 04:00:00,12.7,95,7.2,276
2024-02-28 05:00:00,11.8,97,5.5,293
2024-02-28 06:00:00,12.1,98,2.9,7
2024-02-28 07:00:00,10.3,100,6.1,62
2024-02-28 08:00:00,10.1,99,7.4,61
2024-02-28 09:00:00,9.6,99,6.8,32
2024-02-28 10:00:00,9.3,99,6.8,18
2024-02-28 11:00:00,9.2,97,7.1,24
2024-02-28 12:00:00,9.0,97,6.9,39
2024-02-28 13:00:00,8.4,99,6.5,56
2024-02-28 14:00:00,8.1,100,6.5,56
2024-02-28 15:00:00,8.2,100,5.6,50
2024-02-28 16:00:00,10.7,94,4.6,51
2024-02-28 17:00:00,13.2,87,2.4,63
2024-02-28 18:00:00,15.6,79,1.3,34
2024-02-28 19:00:00,17.4,74,0.5,225
2024-02-28 20:00:00,19.0,70,4.1,218
2024-02-28 21:00:00,19.8,69,8.0,234
2024-02-28 22:00:00,19.8,69,12.9,247
2024-02-28 23:00:00,18.6,70,18.0,254
2024-02-29 00:00:00,17.0,80,16.7,263
2024-02-29 01:00:00,15.9,87,13.1,261
2024-02-29 02:00:00,14.6,93,10.7,250
2024-02-29 03:00:00,13.9,95,8.2,232
2024-02-29 04:00:00,12.8,96,6.8,198
2024-02-29 05:00:00,12.4,97,8.3,162
2024-02-29 06:00:00,12.1,98,8.2,119
2024-02-29 07:00:00,11.8,99,8.3,85
2024-02-29 08:00:00,11.9,99,7.9,66
2024-02-29 09:00:00,11.9,99,6.4,74
2024-02-29 10:00:00,12.1,100,5.4,86
2024-02-29 11:00:00,12.0,100,5.8,86
2024-02-29 12:00:00,12.1,99,7.6,90
2024-02-29 13:00:00,13.3,95,8.7,128
2024-02-29 14:00:00,13.3,95,9.1,124
2024-02-29 15:00:00,13.4,94,7.9,129
2024-02-29 16:00:00,14.0,91,5.9,169
2024-02-29 17:00:00,14.9,84,6.9,171
2024-02-29 18:00:00,15.4,81,9.0,175
2024-02-29 19:00:00,16.2,78,9.2,201
2024-02-29 20:00:00,16.5,76,12.8,230
2024-02-29 21:00:00,16.6,74,13.4,239
2024-02-29 22:00:00,16.6,73,12.2,246
2024-02-29 23:00:00,16.5,72,13.3,251
2024-03-01 00:00:00,16.0,72,13.2,253
2024-03-01 01:00:00,15.4,72,13.0,251
2024-03-01 02:00:00,13.8,80,10.2,262
2024-03-01 03:00:00,12.6,85,7.7,259
2024-03-01 04:00:00,11.4,89,6.4,243
2024-03-01 05:00:00,10.8,90,5.0,210
2024-03-01 06:00:00,11.1,89,3.6,180
2024-03-01 07:00:00,11.5,91,2.8,140
2024-03-01 08:00:00,11.7,89,4.7,94
2024-03-01 09:00:00,11.4,96,6.5,93
2024-03-01 10:00:00,11.2,96,7.6,95
2024-03-01 11:00:00,11.6,92,8.3,108
2024-03-01 12:00:00,11.9,90,5.0,120
2024-03-01 13:00:00,12.6,86,3.1,126
2024-03-01 14:00:00,12.6,86,3.0,76
2024-03-01 15:00:00,12.7,87,4.9,73
2024-03-01 16:00:00,13.2,86,5.4,94
2024-03-01 17:00:00,13.8,81,6.6,131
2024-03-01 18:00:00,14.9,75,10.6,156
2024-03-01 19:00:00,16.1,68,13.3,167
2024-03-01 20:00:00,16.5,64,13.1,172
2024-03-01 21:00:00,16.9,65,12.6,185
2024-03-01 22:00:00,17.3,63,15.5,193
2024-03-01 23:00:00,16.8,65,19.0,195
2024-03-02 00:00:00,15.9,70,18.8,197
2024-03-02 01:00:00,15.3,74,15.8,225
2024-03-02 02:00:00,14.3,82,9.4,220
2024-03-02 03:00:00,14.2,84,6.7,196
2024-03-02 04:00:00,14.1,85,8.7,173
2024-03-02 05:00:00,13.9,85,9.7,165
2024-03-02 06:00:00,14.1,87,10.1,182
2024-03-02 07:00:00,14.1,86,13.6,197
2024-03-02 08:00:00,14.1,85,16.8,215
2024-03-02 09:00:00,14.1,87,17.8,223
2024-03-02 10:00:00,13.6,88,15.8,240
2024-03-02 11:00:00,13.6,87,14.4,248
2024-03-02 12:00:00,13.1,88,11.5,256
2024-03-02 13:00:00,13.4,89,9.7,228
2024-03-02 14:00:00,13.6,89,6.4,207
2024-03-02 15:00:00,13.0,89,8.9,230
2024-03-02 16:00:00,14.6,78,15.6,230
2024-03-02 17:00:00,15.4,75,19.6,224
2024-03-02 18:00:00,15.5,75,23.2,226
2024-03-02 19:00:00,15.0,77,27.8,236
2024-03-02 20:00:00,14.8,81,24.9,233
2024-03-02 21:00:00,14.8,81,29.0,245
2024-03-02 22:00:00,14.9,81,27.4,247
2024-03-02 23:00:00,14.9,78,29.4,253
2024-03-03 00:00:00,15.0,77,25.4,254
2024-03-03 01:00:00,13.8,82,20.3,250
2024-03-03 02:00:00,13.0,83,16.4,251
2024-03-03 03:00:00,12.8,84,14.1,251
2024-03-03 04:00:00,12.4,87,12.3,255
2024-03-03 05:00:00,11.9,88,9.6,257
2024-03-03 06:00:00,11.6,88,9.0,272
2024-03-03 07:00:00,11.6,88,7.4,256
2024-03-03 08:00:00,11.6,86,9.6,257
2024-03-03 09:00:00,11.4,88,7.8,257
2024-03-03 10:00:00,11.1,90,5.2,304
2024-03-03 11:00:00,10.9,92,2.2,351
2024-03-03 12:00:00,10.1,96,3.7,101
2024-03-03 13:00:00,10.4,91,6.4,153
2024-03-03 14:00:00,10.6,91,5.8,150
2024-03-03 15:00:00,11.3,89,4.9,163
2024-03-03 16:00:00,12.0,88,7.7,169
2024-03-03 17:00:00,13.9,77,11.9,241
2024-03-03 18:00:00,15.2,69,15.5,269
2024-03-03 19:00:00,16.2,66,18.4,264
2024-03-03 20:00:00,16.6,60,26.2,257
2024-03-03 21:00:00,16.1,62,30.7,257
2024-03-03 22:00:00,16.0,63,32.8,255
2024-03-03 23:00:00,15.5,67,33.7,254
2024-03-04 00:00:00,14.9,68,34.1,259
2024-03-04 01:00:00,13.9,69,20.3,257
2024-03-04 02:00:00,12.9,76,16.2,258
2024-03-04 03:00:00,12.2,82,13.9,249
2024-03-04 04:00:00,11.9,84,9.4,238
2024-03-04 05:00:00,11.4,85,9.4,187
2024-03-04 06:00:00,10.7,87,8.6,165
2024-03-04 07:00:00,11.2,83,2.5,270
2024-03-04 08:00:00,8.9,93,7.9,309
2024-03-04 09:00:00,8.1,97,6.0,327
2024-03-04 10:00:00,7.8,97,4.5,331
2024-03-04 11:00:00,8.2,97,2.6,344
2024-03-04 12:00:00,7.1,100,5.4,42
2024-03-04 13:00:00,7.3,100,7.7,37
2024-03-04 14:00:00,6.8,100,7.1,49
2024-03-04 15:00:00,7.5,96,5.1,51
2024-03-04 16:00:00,9.8,92,2.1,31
2024-03-04 17:00:00,12.5,81,1.5,166
2024-03-04 18:00:00,14.4,70,3.4,212
2024-03-04 19:00:00,15.9,61,3.7,169
2024-03-04 20:00:00,17.5,54,8.0,153
2024-03-04 21:00:00,18.0,54,11.3,158
2024-03-04 22:00:00,17.5,56,14.0,179
2024-03-04 23:00:00,16.3,63,13.0,219
2024-03-05 00:00:00,15.6,63,15.0,246
2024-03-05 01:00:00,14.8,68,10.8,249
2024-03-05 02:00:00,12.9,79,9.3,257
2024-03-05 03:00:00,11.6,87,6.5,270
2024-03-05 04:00:00,11.4,84,2.2,279
2024-03-05 05:00:00,10.1,93,5.6,117
2024-03-05 06:00:00,9.9,93,8.6,123
2024-03-05 07:00:00,9.1,94,10.0,120
2024-03-05 08:00:00,8.9,91,9.5,115
2024-03-05 09:00:00,8.9,89,8.4,97
2024-03-05 10:00:00,8.6,90,9.0,88
2024-03-05 11:00:00,8.2,91,9.0,88
2024-03-05 12:00:00,7.7,93,7.9,87
2024-03-05 13:00:00,7.8,93,7.9,43
2024-03-05 14:00:00,7.5,94,7.5,55
2024-03-05 15:00:00,8.2,92,7.1,60
2024-03-05 16:00:00,11.2,85,5.8,60
2024-03-05 17:00:00,13.9,75,6.5,96
2024-03-05 18:00:00,15.6,72,7.0,159
2024-03-05 19:00:00,16.6,67,8.4,170
2024-03-05 20:00:00,17.5,65,9.5,171
2024-03-05 21:00:00,18.0,63,10.1,178
2024-03-05 22:00:00,18.1,61,9.1,187
2024-03-05 23:00:00,18.1,59,8.1,201
2024-03-06 00:00:00,17.6,60,9.8,208
2024-03-06 01:00:00,15.2,73,13.2,223
2024-03-06 02:00:00,13.6,84,7.6,225
2024-03-06 03:00:00,12.1,91,6.8,238
2024-03-06 04:00:00,11.1,95,5.4,270
2024-03-06 05:00:00,11.6,93,1.9,22
2024-03-06 06:00:00,10.4,98,4.7,113
2024-03-06 07:00:00,9.8,99,6.9,118
2024-03-06 08:00:00,9.3,100,6.5,124
2024-03-06 09:00:00,9.2,99,5.5,101
2024-03-06 10:00:00,9.1,99,5.8,86
2024-03-06 11:00:00,9.1,100,5.2,74
2024-03-06 12:00:00,8.4,100,6.2,80
2024-03-06 13:00:00,9.6,100,7.9,87
2024-03-06 14:00:00,9.9,97,7.2,117
2024-03-06 15:00:00,10.4,94,6.5,109
2024-03-06 16:00:00,12.0,86,7.7,101
2024-03-06 17:00:00,14.1,75,10.1,125
2024-03-06 18:00:00,15.5,69,11.4,152
2024-03-06 19:00:00,15.9,73,13.3,161
2024-03-06 20:00:00,15.1,77,17.4,173
2024-03-06 21:00:00,14.4,79,18.0,179
2024-03-06 22:00:00,13.9,83,17.4,167
2024-03-06 23:00:00,13.9,85,16.8,152
2024-03-07 00:00:00,13.7,82,18.7,146
2024-03-07 01:00:00,12.9,86,15.3,146
2024-03-07 02:00:00,12.6,91,12.5,108
2024-03-07 03:00:00,12.4,80,11.5,110
2024-03-07 04:00:00,12.2,88,13.4,110
2024-03-07 05:00:00,11.4,90,13.6,101
2024-03-07 06:00:00,9.6,94,7.6,90
2024-03-07 07:00:00,10.4,91,5.4,86
2024-03-07 08:00:00,9.5,93,8.2,67
2024-03-07 09:00:00,8.1,95,8.5,36
2024-03-07 10:00:00,8.2,95,6.9,351
2024-03-07 11:00:00,7.9,92,8.4,7
2024-03-07 12:00:00,6.8,95,7.1,311
2024-03-07 13:00:00,9.4,98,4.0,333
2024-03-07 14:00:00,9.1,99,0.0,270
2024-03-07 15:00:00,9.1,100,2.3,108
2024-03-07 16:00:00,11.4,95,3.3,103
2024-03-07 17:00:00,13.3,86,0.5,135
2024-03-07 18:00:00,15.4,75,6.5,267
2024-03-07 19:00:00,16.7,65,12.4,287
2024-03-07 20:00:00,17.8,63,12.9,247
2024-03-07 21:00:00,18.0,60,14.1,232
2024-03-07 22:00:00,17.6,60,15.3,225
2024-03-07 23:00:00,17.3,62,19.2,232
2024-03-08 00:00:00,16.9,62,16.8,260
2024-03-08 01:00:00,14.1,79,11.9,2
2024-03-08 02:00:00,13.3,84,8.2,61
2024-03-08 03:00:00,12.0,91,6.8,65
2024-03-08 04:00:00,11.2,93,8.4,110
2024-03-08 05:00:00,10.2,96,7.2,96
2024-03-08 06:00:00,9.8,96,7.6,71
2024-03-08 07:00:00,9.3,96,7.6,59
2024-03-08 08:00:00,8.8,97,4.6,51
2024-03-08 09:00:00,8.4,97,5.1,51
2024-03-08 10:00:00,8.0,98,4.3,48
2024-03-08 11:00:00,7.6,98,6.2,36
2024-03-08 12:00:00,6.9,100,7.7,37
2024-03-08 13:00:00,7.8,98,8.2,61
2024-03-08 14:00:00,7.2,99,10.2,58
2024-03-08 15:00:00,7.8,97,8.5,54
2024-03-08 16:00:00,11.0,90,6.6,45
2024-03-08 17:00:00,13.9,79,7.4,47
2024-03-08 18:00:00,15.6,74,2.1,59
2024-03-08 19:00:00,17.3,71,4.6,252
2024-03-08 20:00:00,18.7,69,7.9,270
2024-03-08 21:00:00,19.6,66,9.8,264
2024-03-08 22:00:00,20.0,62,13.0,251
2024-03-08 23:00:00,19.5,62,14.5,256
2024-03-09 00:00:00,17.9,71,16.3,264
2024-03-09 01:00:00,16.0,77,16.5,260
2024-03-09 02:00:00,14.1,87,12.1,253
2024-03-09 03:00:00,13.2,91,10.2,262
2024-03-09 04:00:00,12.6,92,4.8,312
2024-03-09 05:00:00,12.2,92,5.4,86
2024-03-09 06:00:00,11.1,95,7.9,106
2024-03-09 07:00:00,10.2,96,7.9,90
2024-03-09 08:00:00,10.1,94,10.7,48
2024-03-09 09:00:00,9.2,90,11.5,44
2024-03-09 10:00:00,8.6,87,10.9,56
2024-03-09 11:00:00,8.2,87,9.5,65
2024-03-09 12:00:00,7.9,90,8.9,58
2024-03-09 13:00:00,8.4,84,9.2,51
2024-03-09 14:00:00,8.2,81,10.9,44
2024-03-09 15:00:00,8.9,81,10.3,54
2024-03-09 16:00:00,11.6,80,8.6,68
2024-03-09 17:00:00,14.2,79,7.6,95
2024-03-09 18:00:00,16.4,74,5.3,118
2024-03-09 19:00:00,18.1,66,3.2,153
2024-03-09 20:00:00,19.6,61,4.0,190
2024-03-09 21:00:00,20.5,60,6.3,204
2024-03-09 22:00:00,20.6,60,9.4,220
2024-03-09 23:00:00,20.4,58,10.5,232
2024-03-10 00:00:00,19.5,58,11.5,238
2024-03-10 01:00:00,17.2,70,15.7,259
2024-03-10 02:00:00,14.2,82,12.7,262
2024-03-10 03:00:00,12.9,86,9.4,266
2024-03-10 04:00:00,11.7,92,6.6,261
2024-03-10 05:00:00,12.6,90,3.3,193
2024-03-10 06:00:00,10.6,95,5.6,135
2024-03-10 07:00:00,10.5,94,4.7,86
2024-03-10 08:00:00,9.6,93,8.7,52
2024-03-10 09:00:00,8.9,94,9.0,53
2024-03-10 10:00:00,8.2,97,7.9,51
2024-03-10 11:00:00,7.8,98,7.4,47
2024-03-10 12:00:00,7.4,99,7.3,33
2024-03-10 13:00:00,7.8,93,8.5,54
2024-03-10 14:00:00,7.4,93,8.2,49
2024-03-10 15:00:00,8.1,89,7.9,47
2024-03-10 16:00:00,11.2,81,5.9,47
2024-03-10 17:00:00,14.2,68,3.9,68
2024-03-10 18:00:00,16.2,63,2.2,99
2024-03-10 19:00:00,18.0,57,1.6,117
2024-03-10 20:00:00,19.4,53,1.6,153
2024-03-10 21:00:00,20.2,47,3.2,207
2024-03-10 22:00:00,20.6,48,6.3,211
2024-03-10 23:00:00,20.1,49,12.1,240
2024-03-11 00:00:00,18.2,59,16.9,258
2024-03-11 01:00:00,16.2,76,17.9,261
2024-03-11 02:00:00,14.1,90,12.2,268
2024-03-11 03:00:00,13.0,93,8.4,260
2024-03-11 04:00:00,12.0,94,5.0,240
2024-03-11 05:00:00,11.6,94,7.7,143
2024-03-11 06:00:00,10.8,97,8.5,144
2024-03-11 07:00:00,10.1,99,8.5,126
2024-03-11 08:00:00,9.8,99,8.4,115
2024-03-11 09:00:00,9.4,98,8.7,95
2024-03-11 10:00:00,9.1,98,7.6,95
2024-03-11 11:00:00,8.9,99,8.7,95
2024-03-11 12:00:00,9.6,100,6.4,106
2024-03-11 13:00:00,11.1,100,7.6,85
2024-03-11 14:00:00,11.1,100,9.0,90
2024-03-11 15:00:00,11.1,99,8.0,98
2024-03-11 16:00:00,11.9,95,9.0,119
2024-03-11 17:00:00,13.7,85,7.7,143
2024-03-11 18:00:00,15.2,74,7.4,137
2024-03-11 19:00:00,16.7,66,10.6,156
2024-03-11 20:00:00,17.6,63,12.0,164
2024-03-11 21:00:00,17.9,61,12.6,183
2024-03-11 22:00:00,17.6,62,14.0,192
2024-03-11 23:00:00,17.5,61,15.5,216
2024-03-12 00:00:00,16.0,68,20.8,247
2024-03-12 01:00:00,15.3,69,16.5,250
2024-03-12 02:00:00,13.8,81,10.8,244
2024-03-12 03:00:00,12.9,89,8.9,249
2024-03-12 04:00:00,11.9,95,6.1,267
2024-03-12 05:00:00,11.6,97,4.8,297
2024-03-12 06:00:00,11.8,97,4.0,360
2024-03-12 07:00:00,11.2,98,3.4,58
2024-03-12 08:00:00,10.4,100,4.8,117
2024-03-12 09:00:00,10.4,100,3.7,119
2024-03-12 10:00:00,10.9,100,1.1,90
2024-03-12 11:00:00,10.6,100,2.5,82
2024-03-12 12:00:00,10.1,100,5.1,82
2024-03-12 13:00:00,10.6,99,6.1,3
2024-03-12 14:00:00,9.9,100,5.2,34
2024-03-12 15:00:00,10.3,99,3.6,53
2024-03-12 16:00:00,12.4,91,4.3,48
2024-03-12 17:00:00,14.7,78,4.3,90
2024-03-12 18:00:00,16.2,71,3.7,169
2024-03-12 19:00:00,17.6,65,5.6,195
2024-03-12 20:00:00,18.0,64,7.2,186
2024-03-12 21:00:00,18.2,64,9.8,204
2024-03-12 22:00:00,18.1,65,13.8,229
2024-03-12 23:00:00,17.6,67,17.9,242
2024-03-13 00:00:00,16.6,69,20.8,247
2024-03-13 01:00:00,15.9,71,14.5,251
2024-03-13 02:00:00,14.4,80,8.4,239
2024-03-13 03:00:00,13.5,85,7.6,211
2024-03-13 04:00:00,12.8,90,6.2,173
2024-03-13 05:00:00,11.9,92,7.6,121
2024-03-13 06:00:00,11.9,93,9.0,95
2024-03-13 07:00:00,11.7,92,10.0,75
2024-03-13 08:00:00,12.1,91,9.0,74
2024-03-13 09:00:00,11.8,92,7.9,74
2024-03-13 10:00:00,10.8,94,8.4,47
2024-03-13 11:00:00,10.1,95,6.8,32
2024-03-13 12:00:00,9.9,97,4.4,351
2024-03-13 13:00:00,11.6,99,6.5,199
2024-03-13 14:00:00,11.8,98,3.6,180
2024-03-13 15:00:00,12.4,95,5.9,101
2024-03-13 16:00:00,13.9,85,7.1,75
2024-03-13 17:00:00,15.1,80,7.5,107
2024-03-13 18:00:00,16.6,74,7.7,127
2024-03-13 19:00:00,18.0,67,5.6,135
2024-03-13 20:00:00,18.8,62,2.3,129
2024-03-13 21:00:00,19.8,54,4.7,274
2024-03-13 22:00:00,19.9,54,17.5,256
2024-03-13 23:00:00,18.8,55,21.6,246
2024-03-14 00:00:00,17.9,56,22.8,239
2024-03-14 01:00:00,17.0,63,18.4,244
2024-03-14 02:00:00,14.9,72,15.3,240
2024-03-14 03:00:00,13.8,80,7.3,259
2024-03-14 04:00:00,12.8,83,4.0,10
2024-03-14 05:00:00,11.9,92,6.6,22
2024-03-14 06:00:00,11.3,95,8.0,82
2024-03-14 07:00:00,11.4,91,10.7,78
2024-03-14 08:00:00,11.5,86,10.8,75
2024-03-14 09:00:00,11.2,88,10.8,53
2024-03-14 10:00:00,10.9,87,10.3,12
2024-03-14 11:00:00,9.8,88,5.1,4
2024-03-14 12:00:00,8.9,89,4.8,333
2024-03-14 13:00:00,9.8,90,6.6,319
2024-03-14 14:00:00,8.8,91,6.5,236
2024-03-14 15:00:00,10.1,91,6.9,219
2024-03-14 16:00:00,13.7,62,8.4,220
2024-03-14 17:00:00,16.3,25,1.8,191
2024-03-14 18:00:00,17.4,27,11.1,36
2024-03-14 19:00:00,18.1,23,16.1,20
2024-03-14 20:00:00,19.0,23,18.3,32
2024-03-14 21:00:00,20.0,21,22.8,51
2024-03-14 22:00:00,20.3,20,22.9,33
2024-03-14 23:00:00,20.5,20,19.7,50
2024-03-15 00:00:00,20.0,21,18.3,54
2024-03-15 01:00:00,18.2,34,12.4,54
2024-03-15 02:00:00,15.2,54,7.2,84
2024-03-15 03:00:00,16.4,32,3.5,156
2024-03-15 04:00:00,15.1,40,1.9,248
2024-03-15 05:00:00,12.6,59,5.9,128
2024-03-15 06:00:00,10.9,68,8.4,97
2024-03-15 07:00:00,10.1,70,6.8,65
2024-03-15 08:00:00,10.1,63,9.9,71
2024-03-15 09:00:00,9.9,70,8.3,72
2024-03-15 10:00:00,8.8,76,7.3,9
2024-03-15 11:00:00,8.6,76,5.8,330
2024-03-15 12:00:00,8.7,66,1.5,166
2024-03-15 13:00:00,9.9,81,6.1,225
2024-03-15 14:00:00,9.9,80,5.4,176
2024-03-15 15:00:00,11.8,73,6.6,112
2024-03-15 16:00:00,14.1,72,8.4,97
2024-03-15 17:00:00,16.2,67,10.6,156
2024-03-15 18:00:00,17.0,62,8.5,168
2024-03-15 19:00:00,17.4,62,9.7,182
2024-03-15 20:00:00,17.2,61,15.7,160
2024-03-15 21:00:00,17.2,61,14.3,170
2024-03-15 22:00:00,16.5,63,18.4,152
2024-03-15 23:00:00,15.9,65,20.3,163
2024-03-16 00:00:00,16.1,65,10.5,184
2024-03-16 01:00:00,15.4,72,10.9,117
2024-03-16 02:00:00,13.4,80,14.8,93
2024-03-16 03:00:00,12.6,85,10.0,103
2024-03-16 04:00:00,11.9,87,8.2,119
2024-03-16 05:00:00,11.8,88,6.2,97
2024-03-16 06:00:00,11.4,87,8.0,72
2024-03-16 07:00:00,10.9,89,8.0,54
2024-03-16 08:00:00,10.5,91,5.7,72
2024-03-16 09:00:00,10.2,91,6.6,68
2024-03-16 10:00:00,9.8,92,7.2,53
2024-03-16 11:00:00,9.4,93,9.0,37
2024-03-16 12:00:00,8.8,94,8.8,35
2024-03-16 13:00:00,10.8,86,8.2,52
2024-03-16 14:00:00,11.3,86,8.5,78
2024-03-16 15:00:00,11.8,84,7.4,76
2024-03-16 16:00:00,13.7,78,9.8,73
2024-03-16 17:00:00,15.4,72,7.5,125
2024-03-16 18:00:00,16.8,65,6.2,173
2024-03-16 19:00:00,17.8,58,4.7,203
2024-03-16 20:00:00,18.3,56,7.8,214
2024-03-16 21:00:00,18.7,56,11.7,227
2024-03-16 22:00:00,19.1,50,16.7,233
2024-03-16 23:00:00,18.4,48,18.4,247
2024-03-17 00:00:00,17.2,53,19.8,258
2024-03-17 01:00:00,16.5,61,17.0,265
2024-03-17 02:00:00,14.6,79,15.0,259
2024-03-17 03:00:00,13.4,87,11.3,263
2024-03-17 04:00:00,12.1,92,5.4,278
2024-03-17 05:00:00,11.7,93,3.6,6
2024-03-17 06:00:00,10.8,97,3.4,18
2024-03-17 07:00:00,10.1,98,4.0,5
2024-03-17 08:00:00,9.4,98,6.5,34
2024-03-17 09:00:00,9.0,96,6.6,61
